********************************
Building MDP
Solving using modified Policy Iteration
********************************
Printing Solution
Solution of MDP problem 
Size of the state space : 12
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	         63.4627   1
 etat : 1	(   0,   1)	         69.7078   1
 etat : 2	(   0,   2)	         77.7919   2
 etat : 3	(   0,   3)	         86.4782   2

 etat : 4	(   1,   0)	          64.393   0
 etat : 5	(   1,   1)	         70.6756   0
 etat : 6	(   1,   2)	         76.8043   1
 etat : 7	(   1,   3)	         84.6177   1

 etat : 8	(   2,   0)	         67.1086   0
 etat : 9	(   2,   1)	         71.6456   0
 etat : 10	(   2,   2)	         77.7919   0
 etat : 11	(   2,   3)	         84.4216   1

#############################################

