********************************
Building MDP
Solving using modified Policy Iteration
********************************
Printing Solution
Solution of MDP problem 
Size of the state space : 15
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	         73.8825   1
 etat : 1	(   0,   1)	          80.256   1
 etat : 2	(   0,   2)	         88.0216   2
 etat : 3	(   0,   3)	         95.9594   2
 etat : 4	(   0,   4)	         105.926   2

 etat : 5	(   1,   0)	         74.8348   0
 etat : 6	(   1,   1)	         80.7641   1
 etat : 7	(   1,   2)	         87.0315   1
 etat : 8	(   1,   3)	         94.7569   2
 etat : 9	(   1,   4)	          103.24   2

 etat : 10	(   2,   0)	         76.5643   0
 etat : 11	(   2,   1)	         81.7397   0
 etat : 12	(   2,   2)	         87.6262   1
 etat : 13	(   2,   3)	         93.7569   1
 etat : 14	(   2,   4)	         101.336   1

#############################################

