{'N': 101, 'M': 3, 'A': 3, 'lam': 50, 'mu': 20, 'K': 10, 'Ca': 0.04, 'Cr': 58.09, 'Cs': 0.04, 'Cp': 0.581, 'Ck': 2, 'W': 0.083, 'beta': 0.95, 'epsilon': 0.0001, 'maxIter': 10000, 'INF': 20000000000000000000000000000000000}
Value iteration solution
Solution of MDP problem 
Size of the state space : 303
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	       0.0411601   1
 etat : 1	(   0,   1)	        0.045084   1
 etat : 2	(   0,   2)	       0.0510317   1
 etat : 3	(   0,   3)	       0.0584777   1
 etat : 4	(   0,   4)	       0.0673852   1
 etat : 5	(   0,   5)	       0.0779086   2
 etat : 6	(   0,   6)	       0.0848548   2
 etat : 7	(   0,   7)	       0.0939722   2
 etat : 8	(   0,   8)	        0.105882   2
 etat : 9	(   0,   9)	        0.121406   2
 etat : 10	(   0,  10)	        0.143046   2
 etat : 11	(   0,  11)	        0.167753   2
 etat : 12	(   0,  12)	        0.201796   2
 etat : 13	(   0,  13)	         0.24708   2
 etat : 14	(   0,  14)	        0.303976   2
 etat : 15	(   0,  15)	         0.37146   2
 etat : 16	(   0,  16)	        0.447232   2
 etat : 17	(   0,  17)	        0.529491   2
 etat : 18	(   0,  18)	        0.616829   2
 etat : 19	(   0,  19)	        0.708142   2
 etat : 20	(   0,  20)	        0.802566   2
 etat : 21	(   0,  21)	        0.899425   2
 etat : 22	(   0,  22)	        0.998192   2
 etat : 23	(   0,  23)	         1.09845   2
 etat : 24	(   0,  24)	         1.19988   2
 etat : 25	(   0,  25)	         1.30222   2
 etat : 26	(   0,  26)	         1.40528   2
 etat : 27	(   0,  27)	         1.50889   2
 etat : 28	(   0,  28)	         1.61295   2
 etat : 29	(   0,  29)	         1.71735   2
 etat : 30	(   0,  30)	         1.82202   2
 etat : 31	(   0,  31)	         1.92689   2
 etat : 32	(   0,  32)	         2.03194   2
 etat : 33	(   0,  33)	         2.13711   2
 etat : 34	(   0,  34)	         2.24238   2
 etat : 35	(   0,  35)	         2.34773   2
 etat : 36	(   0,  36)	         2.45315   2
 etat : 37	(   0,  37)	         2.55861   2
