********************************
Building MDP
Solving using modified Policy Iteration
********************************
Printing Solution
Solution of MDP problem 
Size of the state space : 24
Dimension to follow : 1
#############################################
# Average Cost (only for average models) :          1.27004
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	          1615.7   1
 etat : 1	(   0,   1)	         1619.53   1
 etat : 2	(   0,   2)	         1624.98   1
 etat : 3	(   0,   3)	          1630.4   2
 etat : 4	(   0,   4)	         1636.89   2
 etat : 5	(   0,   5)	         1647.14   2

 etat : 6	(   1,   0)	         1617.57   1
 etat : 7	(   1,   1)	         1620.15   1
 etat : 8	(   1,   2)	         1623.42   1
 etat : 9	(   1,   3)	          1628.4   1
 etat : 10	(   1,   4)	          1634.7   2
 etat : 11	(   1,   5)	         1642.22   2

 etat : 12	(   2,   0)	         1619.57   0
 etat : 13	(   2,   1)	         1622.15   0
 etat : 14	(   2,   2)	         1625.01   1
 etat : 15	(   2,   3)	         1628.12   1
 etat : 16	(   2,   4)	          1632.7   1
 etat : 17	(   2,   5)	         1639.33   1

 etat : 18	(   3,   0)	         1622.82   0
 etat : 19	(   3,   1)	         1624.63   0
 etat : 20	(   3,   2)	         1627.01   0
 etat : 21	(   3,   3)	         1630.12   0
 etat : 22	(   3,   4)	         1633.55   1
 etat : 23	(   3,   5)	         1638.94   1

#############################################

