{'N': 101, 'M': 3, 'A': 3, 'lam': 50, 'mu': 20, 'K': 10, 'Ca': 0.04, 'Cr': 58.09, 'Cs': 0.04, 'Cp': 0.581, 'Ck': 2, 'W': 0.167, 'beta': 0.95, 'epsilon': 0.0001, 'maxIter': 10000, 'INF': 20000000000000000000000000000000000}
Value iteration solution
Solution of MDP problem 
Size of the state space : 303
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	       0.0203452   1
 etat : 1	(   0,   1)	       0.0218589   1
 etat : 2	(   0,   2)	       0.0241533   1
 etat : 3	(   0,   3)	       0.0270257   1
 etat : 4	(   0,   4)	       0.0304618   1
 etat : 5	(   0,   5)	       0.0345214   1
 etat : 6	(   0,   6)	       0.0393003   1
 etat : 7	(   0,   7)	       0.0449204   1
 etat : 8	(   0,   8)	       0.0515277   1
 etat : 9	(   0,   9)	       0.0592949   2
 etat : 10	(   0,  10)	       0.0608533   2
 etat : 11	(   0,  11)	       0.0628813   2
 etat : 12	(   0,  12)	       0.0655199   2
 etat : 13	(   0,  13)	       0.0689524   2
 etat : 14	(   0,  14)	       0.0734174   2
 etat : 15	(   0,  15)	       0.0792256   2
 etat : 16	(   0,  16)	       0.0867808   2
 etat : 17	(   0,  17)	       0.0966084   2
 etat : 18	(   0,  18)	        0.108305   2
 etat : 19	(   0,  19)	        0.120349   2
 etat : 20	(   0,  20)	         0.13054   2
 etat : 21	(   0,  21)	        0.142761   2
 etat : 22	(   0,  22)	        0.158094   2
 etat : 23	(   0,  23)	        0.178195   2
 etat : 24	(   0,  24)	        0.205608   2
 etat : 25	(   0,  25)	        0.244229   2
 etat : 26	(   0,  26)	        0.293967   2
 etat : 27	(   0,  27)	        0.355682   2
 etat : 28	(   0,  28)	        0.426938   2
 etat : 29	(   0,  29)	        0.505662   2
 etat : 30	(   0,  30)	        0.590233   2
 etat : 31	(   0,  31)	         0.67938   2
 etat : 32	(   0,  32)	        0.772108   2
 etat : 33	(   0,  33)	        0.867641   2
 etat : 34	(   0,  34)	        0.965369   2
 etat : 35	(   0,  35)	         1.06481   2
 etat : 36	(   0,  36)	          1.1656   2
 etat : 37	(   0,  37)	         1.26745   2
 etat : 38	(   0,  38)	         1.37011   2
 etat : 39	(   0,  39)	         1.47343   2
 etat : 40	(   0,  40)	         1.57724   2
 etat : 41	(   0,  41)	         1.68146   2
 etat : 42	(   0,  42)	         1.78598   2
 etat : 43	(   0,  43)	         1.89074   2
 etat : 44	(   0,  44)	         1.99569   2
 etat : 45	(   0,  45)	         2.10079   2
 etat : 46	(   0,  46)	         2.20601   2
 etat : 47	(   0,  47)	         2.31132   2
