{'N': 101, 'M': 16, 'A': 3, 'lam': 50, 'mu': 5, 'K': 10, 'Ca': 0.00017, 'Cr': 7.47, 'Cs': 0.01, 'Cp': 0.075, 'Ck': 2, 'W': 0.167, 'beta': 0.95, 'epsilon': 0.0001, 'maxIter': 10000, 'INF': 20000000000000000000000000000000000}
Value iteration solution
Solution of MDP problem 
Size of the state space : 1616
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	      0.00220467   1
 etat : 1	(   0,   1)	      0.00229658   1
 etat : 2	(   0,   2)	      0.00241028   1
 etat : 3	(   0,   3)	      0.00254172   1
 etat : 4	(   0,   4)	      0.00269293   1
 etat : 5	(   0,   5)	      0.00286681   1
 etat : 6	(   0,   6)	      0.00306677   1
 etat : 7	(   0,   7)	      0.00329671   1
 etat : 8	(   0,   8)	      0.00356112   1
 etat : 9	(   0,   9)	      0.00386517   2
 etat : 10	(   0,  10)	       0.0039723   2
 etat : 11	(   0,  11)	      0.00409511   2
 etat : 12	(   0,  12)	      0.00423787   2
 etat : 13	(   0,  13)	      0.00440417   2
 etat : 14	(   0,  14)	      0.00459794   2
 etat : 15	(   0,  15)	      0.00482373   2
 etat : 16	(   0,  16)	      0.00508682   2
 etat : 17	(   0,  17)	      0.00554926   2
 etat : 18	(   0,  18)	      0.00685356   2
 etat : 19	(   0,  19)	      0.00813891   2
 etat : 20	(   0,  20)	      0.00944231   2
 etat : 21	(   0,  21)	       0.0107679   2
 etat : 22	(   0,  22)	       0.0121199   2
 etat : 23	(   0,  23)	       0.0135032   2
 etat : 24	(   0,  24)	       0.0149236   2
 etat : 25	(   0,  25)	       0.0170195   2
 etat : 26	(   0,  26)	       0.0191767   2
 etat : 27	(   0,  27)	       0.0214432   2
 etat : 28	(   0,  28)	       0.0237364   2
 etat : 29	(   0,  29)	       0.0260451   2
 etat : 30	(   0,  30)	        0.028382   2
 etat : 31	(   0,  31)	       0.0307534   2
 etat : 32	(   0,  32)	        0.033382   2
 etat : 33	(   0,  33)	       0.0362483   2
 etat : 34	(   0,  34)	       0.0392123   2
 etat : 35	(   0,  35)	       0.0422996   2
 etat : 36	(   0,  36)	       0.0454024   2
 etat : 37	(   0,  37)	       0.0485417   2
 etat : 38	(   0,  38)	        0.051709   2
 etat : 39	(   0,  39)	       0.0549258   2
 etat : 40	(   0,  40)	       0.0584132   2
 etat : 41	(   0,  41)	        0.061911   2
