{'N': 101, 'M': 6, 'A': 3, 'lam': 50, 'mu': 10, 'K': 20, 'Ca': 0.00034, 'Cr': 13.41, 'Cs': 0.02, 'Cp': 0.134, 'Ck': 2, 'W': 0.083, 'beta': 0.95, 'epsilon': 0.0001, 'maxIter': 10000, 'INF': 20000000000000000000000000000000000}
Value iteration solution
Solution of MDP problem 
Size of the state space : 606
Dimension to follow : 1
#############################################
# Solution of the entered problem model:
# - column 1: index of the state
# - column 2: Value function 
# - column 3: Optimal action 
#
 etat : 0	(   0,   0)	      0.00749547   1
 etat : 1	(   0,   1)	      0.00794239   1
 etat : 2	(   0,   2)	      0.00853044   1
 etat : 3	(   0,   3)	      0.00921481   1
 etat : 4	(   0,   4)	      0.00999769   1
 etat : 5	(   0,   5)	       0.0108909   2
 etat : 6	(   0,   6)	       0.0114829   2
 etat : 7	(   0,   7)	        0.012169   2
 etat : 8	(   0,   8)	       0.0129721   2
 etat : 9	(   0,   9)	       0.0148793   2
 etat : 10	(   0,  10)	       0.0174492   2
 etat : 11	(   0,  11)	       0.0200208   2
 etat : 12	(   0,  12)	        0.023105   2
 etat : 13	(   0,  13)	       0.0268037   2
 etat : 14	(   0,  14)	       0.0306821   2
 etat : 15	(   0,  15)	       0.0350127   2
 etat : 16	(   0,  16)	       0.0398092   2
 etat : 17	(   0,  17)	       0.0448336   2
 etat : 18	(   0,  18)	       0.0504682   2
 etat : 19	(   0,  19)	       0.0565829   2
 etat : 20	(   0,  20)	       0.0632463   2
 etat : 21	(   0,  21)	        0.070948   2
 etat : 22	(   0,  22)	       0.0796175   2
 etat : 23	(   0,  23)	       0.0897941   2
 etat : 24	(   0,  24)	        0.101646   2
 etat : 25	(   0,  25)	        0.115282   2
 etat : 26	(   0,  26)	        0.130823   2
 etat : 27	(   0,  27)	        0.148019   2
 etat : 28	(   0,  28)	        0.166718   2
 etat : 29	(   0,  29)	        0.186618   2
 etat : 30	(   0,  30)	        0.207488   2
 etat : 31	(   0,  31)	        0.229117   2
 etat : 32	(   0,  32)	        0.251339   2
 etat : 33	(   0,  33)	        0.274027   2
 etat : 34	(   0,  34)	        0.297079   2
 etat : 35	(   0,  35)	        0.320415   2
 etat : 36	(   0,  36)	        0.343975   2
 etat : 37	(   0,  37)	         0.36771   2
 etat : 38	(   0,  38)	        0.391581   2
 etat : 39	(   0,  39)	        0.415558   2
 etat : 40	(   0,  40)	         0.43962   2
 etat : 41	(   0,  41)	        0.463747   2
 etat : 42	(   0,  42)	        0.487926   2
 etat : 43	(   0,  43)	        0.512145   2
 etat : 44	(   0,  44)	        0.536395   2
 etat : 45	(   0,  45)	        0.560669   2
 etat : 46	(   0,  46)	        0.584963   2
 etat : 47	(   0,  47)	        0.609272   2
 etat : 48	(   0,  48)	        0.633593   2
 etat : 49	(   0,  49)	        0.657923   2
 etat : 50	(   0,  50)	         0.68226   2
 etat : 51	(   0,  51)	        0.706603   2
 etat : 52	(   0,  52)	        0.730951   2
 etat : 53	(   0,  53)	        0.755301   2
 etat : 54	(   0,  54)	        0.779655   2
 etat : 55	(   0,  55)	         0.80401   2
 etat : 56	(   0,  56)	        0.828368   2
